timestamp,open,high,low,close,volume
1636601400000,68.955,69.087,67.899,68.172,1381.7
1636601700000,68.229,68.229,66.854,67.094,766.2
1636602000000,67.072,67.178,66.453,66.974,683.3
1636602300000,66.955,67.105,66.519,66.521,378.7
1636602600000,66.520,67.695,66.507,67.478,680.5
1636602900000,67.460,67.460,67.046,67.046,623.0
1636603200000,67.097,67.264,66.870,66.884,451.7
1636603500000,66.883,67.001,66.476,66.598,378.7
1636603800000,66.582,66.683,64.607,64.954,5200.3
1636604100000,64.953,65.360,64.905,65.240,666.6
1636604400000,65.266,65.883,65.266,65.473,2614.5
1636604700000,65.481,66.215,65.332,65.843,4243.0
1636605000000,65.847,66.168,65.350,65.383,3334.6
1636605300000,65.351,65.490,64.304,64.437,3347.3
1636605600000,64.423,64.423,63.336,63.577,3431.2
1636605900000,63.577,64.221,63.577,64.128,1481.0
1636606200000,64.147,64.167,63.624,63.761,1025.4
1636606500000,63.777,63.795,62.701,63.334,2794.1
1636606800000,63.335,64.324,63.301,64.300,2348.3
1636607100000,64.257,65.098,63.946,64.510,3294.6
1636607400000,64.517,65.376,64.517,65.282,1327.8
1636607700000,65.210,65.299,64.367,64.418,2272.4
1636608000000,64.400,64.910,64.363,64.524,841.8
1636608300000,64.474,64.901,64.414,64.678,780.9
1636608600000,64.686,64.764,64.150,64.600,1087.9
1636608900000,64.563,64.828,64.455,64.536,514.9
1636609200000,64.543,65.224,64.370,64.867,789.8
1636609500000,64.794,65.929,64.780,65.853,1372.0
1636609800000,65.821,66.511,65.457,65.540,2461.1
1636610100000,65.604,65.961,65.455,65.961,1230.9
1636610400000,65.904,66.557,65.890,66.427,745.9
1636610700000,66.411,66.642,66.350,66.482,775.6
1636611000000,66.497,66.565,65.035,65.035,2097.3
1636611300000,65.046,65.340,65.000,65.011,1265.5
1636611600000,65.001,65.048,64.281,64.977,1211.9
1636611900000,64.977,65.097,64.961,64.969,701.8
1636612200000,64.969,65.031,64.839,64.981,420.3
1636612500000,64.981,65.484,64.981,65.405,649.6
1636612800000,65.456,65.581,64.868,64.886,732.9
1636613100000,64.877,65.439,64.865,65.299,523.1
1636613400000,65.304,65.304,65.109,65.136,348.3
1636613700000,65.148,65.802,65.044,65.711,712.2
1636614000000,65.710,65.853,65.224,65.263,740.1
1636614300000,65.264,65.519,65.120,65.519,501.0
1636614600000,65.515,65.667,65.288,65.325,856.1
1636614900000,65.344,65.395,64.900,65.095,1293.8
1636615200000,65.129,65.275,64.912,65.014,533.2
1636615500000,65.000,65.044,64.674,64.674,638.3
1636615800000,64.643,64.909,64.333,64.425,544.1
1636616100000,64.407,65.177,64.348,64.937,790.6
1636616400000,64.955,65.776,64.955,65.335,1169.2
1636616700000,65.269,67.000,65.260,66.856,3176.9
1636617000000,66.801,67.127,66.562,66.889,1487.3
1636617300000,66.928,67.028,66.623,66.642,1118.7
1636617600000,66.593,66.648,66.000,66.023,1055.8
1636617900000,66.016,66.121,65.039,65.171,1591.2
1636618200000,65.091,65.808,65.091,65.206,1289.3
1636618500000,65.212,65.554,65.163,65.369,760.3
1636618800000,65.359,65.486,65.150,65.161,567.4
1636619100000,65.151,65.513,65.150,65.346,790.3
1636619400000,65.341,65.472,65.177,65.177,571.8
1636619700000,65.193,65.233,65.000,65.034,835.5
1636620000000,65.034,65.580,65.008,65.522,770.6
1636620300000,65.511,66.131,65.477,66.103,487.5
1636620600000,66.082,66.402,65.954,66.198,1058.7
1636620900000,66.369,66.479,66.199,66.410,576.2
1636621200000,66.410,66.738,66.120,66.242,1629.5
1636621500000,66.257,66.600,65.405,66.286,4436.9
1636621800000,66.337,66.598,66.036,66.102,3889.3
1636622100000,66.128,66.264,65.940,66.139,1182.4
1636622400000,66.128,66.626,66.049,66.421,1755.9
1636622700000,66.529,66.840,66.380,66.840,1172.7
1636623000000,66.840,66.850,66.350,66.570,1057.4
1636623300000,66.558,66.619,66.351,66.351,353.7
1636623600000,66.351,66.401,65.900,66.315,1522.1
1636623900000,66.334,66.336,65.890,66.006,910.1
1636624200000,66.054,66.412,66.016,66.139,822.8
1636624500000,66.142,66.228,65.986,66.052,301.8
1636624800000,66.041,66.200,65.910,65.943,751.7
1636625100000,65.939,68.132,65.545,67.047,8479.6
1636625400000,67.000,67.914,66.933,67.689,3222.9
1636625700000,67.700,68.000,66.363,66.630,6004.6
1636626000000,66.626,67.152,66.359,66.543,2556.8
1636626300000,66.549,66.644,66.511,66.527,481.8
1636626600000,66.526,66.660,66.307,66.341,660.9
1636626900000,66.397,66.660,66.201,66.443,737.9
1636627200000,66.325,66.433,65.955,65.980,695.9
1636627500000,65.972,66.039,65.111,65.150,1697.7
1636627800000,65.151,65.168,64.968,65.066,1586.4
1636628100000,65.069,65.252,64.888,65.140,504.5
1636628400000,65.113,65.307,64.931,64.961,873.2
1636628700000,65.101,65.101,63.910,64.520,3185.7
1636629000000,64.479,65.116,63.543,63.691,4459.0
1636629300000,63.680,64.386,63.601,64.334,1969.4
1636629600000,64.326,64.845,64.314,64.757,1253.0
1636629900000,64.761,65.246,64.761,64.884,869.3
1636630200000,64.881,64.911,64.113,64.476,1152.4
1636630500000,64.486,64.705,64.287,64.398,819.2
1636630800000,64.284,64.389,63.508,63.566,2189.7
1636631100000,63.534,63.654,63.126,63.453,1380.2
1636631400000,63.450,63.976,63.300,63.838,955.5
1636631700000,63.757,63.962,63.512,63.555,572.6
1636632000000,63.703,63.716,63.449,63.581,486.6
1636632300000,63.600,63.600,63.266,63.351,642.8
1636632600000,63.355,63.437,63.195,63.289,446.5
1636632900000,63.296,63.388,63.204,63.372,330.0
1636633200000,63.371,63.413,62.966,63.080,927.5
1636633500000,63.078,63.240,61.983,61.984,2939.6
1636633800000,61.984,62.448,61.967,62.350,1233.3
1636634100000,62.448,62.996,62.355,62.861,1557.7
1636634400000,62.861,62.870,61.502,62.091,3353.6
1636634700000,62.148,62.762,62.017,62.154,1566.1
1636635000000,62.038,62.038,61.253,61.843,2255.3
1636635300000,61.906,62.092,61.772,61.905,702.9
1636635600000,61.929,62.972,61.852,62.589,894.9
1636635900000,62.589,62.912,62.261,62.278,716.2
1636636200000,62.281,62.374,61.691,61.929,1154.3
1636636500000,61.940,62.114,61.793,62.002,687.2
1636636800000,61.993,62.102,61.802,62.054,399.2
1636637100000,61.993,62.388,61.960,62.388,961.5
1636637400000,62.304,62.388,61.803,61.917,1177.2
1636637700000,61.922,62.180,61.900,61.964,501.4
1636638000000,61.963,63.503,61.924,63.503,1610.3
1636638300000,63.511,63.565,63.148,63.170,1207.8
1636638600000,63.172,63.255,62.675,63.255,972.9
1636638900000,63.349,65.958,62.895,65.271,13497.8
1636639200000,65.271,66.073,64.685,65.263,8148.9
1636639500000,65.376,67.778,65.010,67.298,11435.7
1636639800000,67.344,67.718,64.588,64.659,11984.6
1636640100000,64.659,65.066,62.588,64.839,13410.0
1636640400000,64.755,66.518,64.688,64.903,3809.0
1636640700000,64.904,68.564,64.548,67.991,18157.8
1636641000000,68.074,68.591,65.489,66.280,39781.9
1636641300000,66.199,66.625,65.909,66.520,6845.1
1636641600000,66.508,67.694,66.430,66.866,6391.0
1636641900000,66.944,67.000,66.041,66.467,4519.0
1636642200000,66.451,66.715,65.000,65.507,7106.9
1636642500000,65.486,65.694,64.084,64.643,8068.4
1636642800000,64.642,66.578,64.578,65.700,5713.0
1636643100000,65.700,65.969,65.238,65.238,2261.3
1636643400000,65.234,66.228,64.752,65.707,4591.2
1636643700000,65.707,65.741,65.000,65.452,1651.0
1636644000000,65.392,66.327,65.000,65.842,5556.1
1636644300000,65.884,66.063,65.567,65.839,1674.2
1636644600000,65.805,65.926,65.034,65.160,2651.2
1636644900000,65.159,65.700,65.086,65.400,1354.0
1636645200000,65.510,66.514,65.314,66.149,1961.0
1636645500000,66.151,67.443,66.151,66.749,4881.9
1636645800000,66.836,67.357,65.545,65.930,5929.3
1636646100000,65.835,67.444,65.800,66.949,6146.9
1636646400000,67.082,67.520,66.101,66.119,3521.7
1636646700000,66.135,66.467,66.005,66.106,1377.5
1636647000000,66.107,66.629,66.050,66.156,2203.8
1636647300000,66.163,66.453,66.122,66.251,541.4
1636647600000,66.214,67.432,66.004,67.234,4055.6
1636647900000,67.408,67.500,66.924,67.048,2667.5
1636648200000,67.188,67.878,67.000,67.680,3611.3
1636648500000,67.696,69.580,67.368,69.305,6660.6
1636648800000,69.261,71.970,68.919,70.306,19691.3
1636649100000,70.072,72.940,69.600,72.668,14581.1
1636649400000,72.668,73.408,70.797,72.333,18667.0
1636649700000,72.354,72.668,68.676,69.402,20107.2
1636650000000,69.402,69.643,67.526,69.013,13448.0
1636650300000,69.001,69.125,68.249,68.434,3686.0
1636650600000,68.414,68.919,67.924,68.885,5981.3
1636650900000,68.798,70.223,68.759,69.200,9245.2
1636651200000,69.200,70.075,68.396,68.674,6508.6
1636651500000,68.726,68.762,67.268,67.898,8440.2
1636651800000,67.901,68.164,66.432,66.865,10269.0
1636652100000,67.003,67.629,66.616,67.198,2726.0
1636652400000,67.184,67.747,66.547,67.684,7344.8
1636652700000,67.684,68.565,67.150,67.437,8470.6
1636653000000,67.243,68.508,67.115,67.537,5650.1
1636653300000,67.673,68.498,67.601,68.292,4966.7
1636653600000,68.162,68.187,67.296,67.594,2413.0
1636653900000,67.600,68.137,66.880,67.236,3830.7
1636654200000,67.236,67.285,66.800,66.869,2080.6
1636654500000,66.866,67.306,66.000,66.269,4138.4
1636654800000,66.269,66.288,65.444,65.961,4651.9
1636655100000,65.961,66.177,64.895,65.201,4931.5
1636655400000,65.288,65.589,65.200,65.218,2065.6
1636655700000,65.200,66.038,64.902,65.749,1652.2
1636656000000,65.771,66.041,65.061,65.178,1031.8
1636656300000,65.173,65.657,65.034,65.603,523.1
1636656600000,65.626,65.628,64.345,64.830,4129.9
1636656900000,64.830,64.910,64.339,64.720,1443.5
1636657200000,64.605,65.110,64.477,65.090,599.6
1636657500000,65.042,65.466,64.723,65.183,877.3
1636657800000,65.141,65.845,65.014,65.811,898.2
1636658100000,65.738,66.474,65.389,65.650,2368.0
1636658400000,65.650,66.199,65.627,65.846,758.2
1636658700000,65.846,66.249,65.312,65.438,945.2
1636659000000,65.449,65.745,65.149,65.729,1276.3
1636659300000,65.730,65.842,64.554,65.089,2495.7
1636659600000,65.123,65.298,65.029,65.102,450.7
1636659900000,65.102,65.247,64.917,65.169,838.8
1636660200000,65.167,66.068,64.995,65.720,1125.0
1636660500000,65.823,66.593,65.588,66.342,2564.1
1636660800000,66.198,66.612,66.198,66.405,896.9
1636661100000,66.505,66.505,66.229,66.428,356.3
1636661400000,66.428,66.555,66.246,66.318,665.0
1636661700000,66.308,66.316,65.716,65.942,881.2
1636662000000,65.923,65.955,65.366,65.824,940.8
1636662300000,65.830,66.391,65.394,65.394,1486.4
1636662600000,65.391,65.554,65.204,65.417,934.9
1636662900000,65.396,65.538,65.014,65.125,678.2
1636663200000,65.136,65.179,64.450,64.648,850.3
1636663500000,64.654,64.824,64.116,64.326,1620.4
1636663800000,64.385,64.738,63.940,63.940,1349.0
1636664100000,64.145,64.927,63.722,64.517,3394.2
1636664400000,64.717,64.946,63.350,63.459,3766.3
1636664700000,63.553,63.677,63.346,63.499,1007.0
1636665000000,63.411,63.782,63.300,63.647,1399.0
1636665300000,63.644,64.595,63.631,64.294,1931.2
1636665600000,64.346,64.466,63.450,64.133,2774.6
1636665900000,64.028,64.233,63.900,64.081,852.9
1636666200000,64.095,64.130,63.692,63.724,839.9
1636666500000,63.719,63.999,63.520,63.896,2458.1
1636666800000,63.896,64.002,63.531,63.810,924.9
1636667100000,63.946,64.285,63.934,64.163,541.6
1636667400000,64.153,64.280,63.961,64.193,1355.4
1636667700000,64.185,64.239,63.734,64.084,812.4
1636668000000,64.114,65.463,64.060,64.940,6473.1
1636668300000,65.024,65.370,64.889,65.326,870.4
1636668600000,65.343,66.048,64.844,64.992,2992.0
1636668900000,65.009,65.032,64.131,64.309,1436.6
1636669200000,64.309,64.507,64.202,64.424,1152.7
1636669500000,64.421,64.899,64.415,64.769,1598.7
1636669800000,64.783,65.242,64.748,65.053,1509.4
1636670100000,65.069,65.218,64.518,64.571,1027.5
1636670400000,64.513,64.868,64.440,64.773,824.4
1636670700000,64.766,65.379,64.766,65.063,2194.1
1636671000000,65.063,65.350,64.894,65.080,599.0
1636671300000,65.079,65.168,64.881,65.083,445.9
1636671600000,65.014,65.118,64.769,65.039,1397.5
1636671900000,65.069,65.237,64.616,64.749,1526.6
1636672200000,64.747,65.058,64.635,64.816,491.1
1636672500000,64.803,64.985,63.898,63.914,1264.7
1636672800000,63.896,64.009,63.160,63.647,4018.0
1636673100000,63.699,63.707,63.080,63.401,2633.1
1636673400000,63.420,63.542,63.251,63.452,1168.2
1636673700000,63.453,63.768,63.293,63.676,626.9
1636674000000,63.728,63.832,63.579,63.753,737.4
1636674300000,63.795,63.824,63.438,63.531,824.7
1636674600000,63.543,63.590,63.028,63.305,959.1
1636674900000,63.304,63.691,63.290,63.550,478.5
